Title,URL,ID,Difficulty,Paid
Longest Nice Substring,https://leetcode.com/problems/longest-nice-substring,1763,1,False
Can You Eat Your Favorite Candy on Your Favorite Day?,https://leetcode.com/problems/can-you-eat-your-favorite-candy-on-your-favorite-day,1744,2,False
Palindrome Partitioning IV,https://leetcode.com/problems/palindrome-partitioning-iv,1745,3,False
Restore the Array From Adjacent Pairs,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs,1743,2,False
Building Boxes,https://leetcode.com/problems/building-boxes,1739,3,False
Find Kth Largest XOR Coordinate Value,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value,1738,2,False
Change Minimum Characters to Satisfy One of Three Conditions,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions,1737,2,False
Latest Time by Replacing Hidden Digits,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits,1736,1,False
Maximum Number of Events That Can Be Attended II,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii,1751,3,False
Minimum Length of String After Deleting Similar Ends,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends,1750,2,False
Maximum Absolute Sum of Any Subarray,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray,1749,2,False
Sum of Unique Elements,https://leetcode.com/problems/sum-of-unique-elements,1748,1,False
Largest Submatrix With Rearrangements,https://leetcode.com/problems/largest-submatrix-with-rearrangements,1727,2,False
Maximum Number of Balls in a Box,https://leetcode.com/problems/maximum-number-of-balls-in-a-box,1742,1,False
Number Of Rectangles That Can Form The Largest Square,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square,1725,1,False
Minimize Hamming Distance After Swap Operations,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations,1722,2,False
Decode XORed Array,https://leetcode.com/problems/decode-xored-array,1720,1,False
Daily Leads and Partners,https://leetcode.com/problems/daily-leads-and-partners,1693,1,False
Count Ways to Make Array With Product,https://leetcode.com/problems/count-ways-to-make-array-with-product,1735,3,False
Decode XORed Permutation,https://leetcode.com/problems/decode-xored-permutation,1734,2,False
Minimum Number of People to Teach,https://leetcode.com/problems/minimum-number-of-people-to-teach,1733,2,False
Find the Highest Altitude,https://leetcode.com/problems/find-the-highest-altitude,1732,1,False
Minimum Operations to Make a Subsequence,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence,1713,3,False
Ways to Split Array Into Three Subarrays,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays,1712,2,False
Count Good Meals,https://leetcode.com/problems/count-good-meals,1711,2,False
Maximum Units on a Truck,https://leetcode.com/problems/maximum-units-on-a-truck,1710,1,False
Invalid Tweets,https://leetcode.com/problems/invalid-tweets,1683,1,False
Maximum XOR With an Element From Array,https://leetcode.com/problems/maximum-xor-with-an-element-from-array,1707,3,False
Find Minimum Time to Finish All Jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs,1723,3,False
Maximum Number of Eaten Apples,https://leetcode.com/problems/maximum-number-of-eaten-apples,1705,2,False
Determine if String Halves Are Alike,https://leetcode.com/problems/determine-if-string-halves-are-alike,1704,1,False
Number Of Ways To Reconstruct A Tree,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree,1719,3,False
Construct the Lexicographically Largest Valid Sequence,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence,1718,2,False
Maximum Score From Removing Substrings,https://leetcode.com/problems/maximum-score-from-removing-substrings,1717,2,False
Calculate Money in Leetcode Bank,https://leetcode.com/problems/calculate-money-in-leetcode-bank,1716,1,False
Checking Existence of Edge Length Limited Paths,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths,1697,3,False
Jump Game VI,https://leetcode.com/problems/jump-game-vi,1696,2,False
Maximum Erasure Value,https://leetcode.com/problems/maximum-erasure-value,1695,2,False
Reformat Phone Number,https://leetcode.com/problems/reformat-phone-number,1694,1,False
Fix Names in a Table,https://leetcode.com/problems/fix-names-in-a-table,1667,1,False
Stone Game VII,https://leetcode.com/problems/stone-game-vii,1690,2,False
Partitioning Into Minimum Number Of Deci-Binary Numbers,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers,1689,2,False
Count of Matches in Tournament,https://leetcode.com/problems/count-of-matches-in-tournament,1688,1,False
Minimum Adjacent Swaps for K Consecutive Ones,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones,1703,3,False
Maximum Binary String After Change,https://leetcode.com/problems/maximum-binary-string-after-change,1702,2,False
Average Waiting Time,https://leetcode.com/problems/average-waiting-time,1701,2,False
Number of Students Unable to Eat Lunch,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch,1700,1,False
Average Time of Process per Machine,https://leetcode.com/problems/average-time-of-process-per-machine,1661,1,False
Concatenation of Consecutive Binary Numbers,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers,1680,2,False
Minimum Incompatibility,https://leetcode.com/problems/minimum-incompatibility,1681,3,False
Max Number of K-Sum Pairs,https://leetcode.com/problems/max-number-of-k-sum-pairs,1679,2,False
Goal Parser Interpretation,https://leetcode.com/problems/goal-parser-interpretation,1678,1,False
Minimize Deviation in Array,https://leetcode.com/problems/minimize-deviation-in-array,1675,3,False
Minimum Moves to Make Array Complementary,https://leetcode.com/problems/minimum-moves-to-make-array-complementary,1674,2,False
Find the Most Competitive Subsequence,https://leetcode.com/problems/find-the-most-competitive-subsequence,1673,2,False
Richest Customer Wealth,https://leetcode.com/problems/richest-customer-wealth,1672,1,False
Delivering Boxes from Storage to Ports,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports,1687,3,False
Stone Game VI,https://leetcode.com/problems/stone-game-vi,1686,2,False
Sum of Absolute Differences in a Sorted Array,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array,1685,2,False
Count the Number of Consistent Strings,https://leetcode.com/problems/count-the-number-of-consistent-strings,1684,1,False
Minimum Initial Energy to Finish Tasks,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks,1665,3,False
Ways to Make a Fair Array,https://leetcode.com/problems/ways-to-make-a-fair-array,1664,2,False
Smallest String With A Given Numeric Value,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value,1663,2,False
Check If Two String Arrays are Equivalent,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent,1662,1,False
Maximize Grid Happiness,https://leetcode.com/problems/maximize-grid-happiness,1659,3,False
Determine if Two Strings Are Close,https://leetcode.com/problems/determine-if-two-strings-are-close,1657,2,False
Minimum Operations to Reduce X to Zero,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,1658,2,False
Design an Ordered Stream,https://leetcode.com/problems/design-an-ordered-stream,1656,1,False
Percentage of Users Attended a Contest,https://leetcode.com/problems/percentage-of-users-attended-a-contest,1633,1,False
Create Sorted Array through Instructions,https://leetcode.com/problems/create-sorted-array-through-instructions,1649,3,False
Sell Diminishing-Valued Colored Balls,https://leetcode.com/problems/sell-diminishing-valued-colored-balls,1648,2,False
Minimum Deletions to Make Character Frequencies Unique,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique,1647,2,False
Get Maximum in Generated Array,https://leetcode.com/problems/get-maximum-in-generated-array,1646,1,False
Design Front Middle Back Queue,https://leetcode.com/problems/design-front-middle-back-queue,1670,2,False
Minimum Number of Removals to Make Mountain Array,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array,1671,3,False
Merge In Between Linked Lists,https://leetcode.com/problems/merge-in-between-linked-lists,1669,2,False
Maximum Repeating Substring,https://leetcode.com/problems/maximum-repeating-substring,1668,1,False
Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach,1642,2,False
Count Sorted Vowel Strings,https://leetcode.com/problems/count-sorted-vowel-strings,1641,2,False
Check Array Formation Through Concatenation,https://leetcode.com/problems/check-array-formation-through-concatenation,1640,1,False
Distribute Repeating Integers,https://leetcode.com/problems/distribute-repeating-integers,1655,3,False
Minimum Jumps to Reach Home,https://leetcode.com/problems/minimum-jumps-to-reach-home,1654,2,False
Minimum Deletions to Make String Balanced,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced,1653,2,False
Defuse the Bomb,https://leetcode.com/problems/defuse-the-bomb,1652,1,False
Path With Minimum Effort,https://leetcode.com/problems/path-with-minimum-effort,1631,2,False
Arithmetic Subarrays,https://leetcode.com/problems/arithmetic-subarrays,1630,2,False
Slowest Key,https://leetcode.com/problems/slowest-key,1629,1,False
Best Team With No Conflicts,https://leetcode.com/problems/best-team-with-no-conflicts,1626,2,False
Lexicographically Smallest String After Applying Operations,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations,1625,2,False
Largest Substring Between Two Equal Characters,https://leetcode.com/problems/largest-substring-between-two-equal-characters,1624,1,False
Number of Ways to Form a Target String Given a Dictionary,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary,1639,3,False
Count Substrings That Differ by One Character,https://leetcode.com/problems/count-substrings-that-differ-by-one-character,1638,2,False
Widest Vertical Area Between Two Points Containing No Points,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points,1637,1,False
Sort Array by Increasing Frequency,https://leetcode.com/problems/sort-array-by-increasing-frequency,1636,1,False
Count Subtrees With Max Distance Between Cities,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities,1617,3,False
Split Two Strings to Make Palindrome,https://leetcode.com/problems/split-two-strings-to-make-palindrome,1616,2,False
Maximal Network Rank,https://leetcode.com/problems/maximal-network-rank,1615,2,False
Maximum Nesting Depth of the Parentheses,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses,1614,1,False
Bank Account Summary II,https://leetcode.com/problems/bank-account-summary-ii,1587,1,False
Maximum Number of Visible Points,https://leetcode.com/problems/maximum-number-of-visible-points,1610,3,False
Minimum One Bit Operations to Make Integers Zero,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero,1611,3,False
Even Odd Tree,https://leetcode.com/problems/even-odd-tree,1609,2,False
Special Array With X Elements Greater Than or Equal X,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x,1608,1,False
Fancy Sequence,https://leetcode.com/problems/fancy-sequence,1622,3,False
Cat and Mouse II,https://leetcode.com/problems/cat-and-mouse-ii,1728,3,False
Coordinate With Maximum Network Quality,https://leetcode.com/problems/coordinate-with-maximum-network-quality,1620,2,False
Number of Sets of K Non-Overlapping Line Segments,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments,1621,2,False
Customer Who Visited but Did Not Make Any Transactions,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions,1581,1,False
Maximum Number of Achievable Transfer Requests,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests,1601,3,False
Throne Inheritance,https://leetcode.com/problems/throne-inheritance,1600,2,False
Maximum Profit of Operating a Centennial Wheel,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel,1599,2,False
Crawler Log Folder,https://leetcode.com/problems/crawler-log-folder,1598,1,False
Minimum Cost to Connect Two Groups of Points,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points,1595,3,False
Maximum Non Negative Product in a Matrix,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix,1594,2,False
Split a String Into the Max Number of Unique Substrings,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings,1593,2,False
Rearrange Spaces Between Words,https://leetcode.com/problems/rearrange-spaces-between-words,1592,1,False
Find Valid Matrix Given Row and Column Sums,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums,1605,2,False
Find Servers That Handled Most Number of Requests,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,1606,3,False
Alert Using Same Key-Card Three or More Times in a One Hour Period,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,1604,2,False
Design Parking System,https://leetcode.com/problems/design-parking-system,1603,1,False
Check If String Is Transformable With Substring Sort Operations,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations,1585,3,False
Min Cost to Connect All Points,https://leetcode.com/problems/min-cost-to-connect-all-points,1584,2,False
Count Unhappy Friends,https://leetcode.com/problems/count-unhappy-friends,1583,2,False
Special Positions in a Binary Matrix,https://leetcode.com/problems/special-positions-in-a-binary-matrix,1582,1,False
Remove Max Number of Edges to Keep Graph Fully Traversable,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable,1579,3,False
Minimum Time to Make Rope Colorful,https://leetcode.com/problems/minimum-time-to-make-rope-colorful,1578,2,False
Number of Ways Where Square of Number Is Equal to Product of Two Numbers,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,1577,2,False
Replace All ?'s to Avoid Consecutive Repeating Characters,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters,1576,1,False
Strange Printer II,https://leetcode.com/problems/strange-printer-ii,1591,3,False
Maximum Sum Obtained of Any Permutation,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation,1589,2,False
Make Sum Divisible by P,https://leetcode.com/problems/make-sum-divisible-by-p,1590,2,False
Sum of All Odd Length Subarrays,https://leetcode.com/problems/sum-of-all-odd-length-subarrays,1588,1,False
Number of Ways to Reorder Array to Get Same BST,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst,1569,3,False
Minimum Number of Days to Disconnect Island,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island,1568,3,False
Maximum Length of Subarray With Positive Product,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product,1567,2,False
Detect Pattern of Length M Repeated K or More Times,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times,1566,1,False
Stone Game V,https://leetcode.com/problems/stone-game-v,1563,3,False
Find Latest Group of Size M,https://leetcode.com/problems/find-latest-group-of-size-m,1562,2,False
Maximum Number of Coins You Can Get,https://leetcode.com/problems/maximum-number-of-coins-you-can-get,1561,2,False
Most Visited Sector in  a Circular Track,https://leetcode.com/problems/most-visited-sector-in-a-circular-track,1560,1,False
Count All Possible Routes,https://leetcode.com/problems/count-all-possible-routes,1575,3,False
Shortest Subarray to be Removed to Make Array Sorted,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted,1574,2,False
Number of Ways to Split a String,https://leetcode.com/problems/number-of-ways-to-split-a-string,1573,2,False
Matrix Diagonal Sum,https://leetcode.com/problems/matrix-diagonal-sum,1572,1,False
Minimum Number of Days to Eat N Oranges,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges,1553,3,False
Magnetic Force Between Two Balls,https://leetcode.com/problems/magnetic-force-between-two-balls,1552,2,False
Minimum Operations to Make Array Equal,https://leetcode.com/problems/minimum-operations-to-make-array-equal,1551,2,False
Patients With a Condition,https://leetcode.com/problems/patients-with-a-condition,1527,1,False
Minimum Cost to Cut a Stick,https://leetcode.com/problems/minimum-cost-to-cut-a-stick,1547,3,False
Find Longest Awesome Substring,https://leetcode.com/problems/find-longest-awesome-substring,1542,3,False
Find Kth Bit in Nth Binary String,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string,1545,2,False
Make The String Great,https://leetcode.com/problems/make-the-string-great,1544,1,False
Find Users With Valid E-Mails,https://leetcode.com/problems/find-users-with-valid-e-mails,1517,1,False
Detect Cycles in 2D Grid,https://leetcode.com/problems/detect-cycles-in-2d-grid,1559,2,False
Minimum Numbers of Function Calls to Make Target Array,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array,1558,2,False
Minimum Number of Vertices to Reach All Nodes,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes,1557,2,False
Thousand Separator,https://leetcode.com/problems/thousand-separator,1556,1,False
Get the Maximum Score,https://leetcode.com/problems/get-the-maximum-score,1537,3,False
Minimum Swaps to Arrange a Binary Grid,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid,1536,2,False
Find the Winner of an Array Game,https://leetcode.com/problems/find-the-winner-of-an-array-game,1535,2,False
Count Good Triplets,https://leetcode.com/problems/count-good-triplets,1534,1,False
Number of Good Leaf Nodes Pairs,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs,1530,2,False
Minimum Suffix Flips,https://leetcode.com/problems/minimum-suffix-flips,1529,2,False
Shuffle String,https://leetcode.com/problems/shuffle-string,1528,1,False
Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,1546,2,False
Minimum Insertions to Balance a Parentheses String,https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string,1541,2,False
Can Convert String in K Moves,https://leetcode.com/problems/can-convert-string-in-k-moves,1540,2,False
Kth Missing Positive Number,https://leetcode.com/problems/kth-missing-positive-number,1539,1,False
Find a Value of a Mysterious Function Closest to Target,https://leetcode.com/problems/find-a-value-of-a-mysterious-function-closest-to-target,1521,3,False
Maximum Number of Non-Overlapping Substrings,https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings,1520,3,False
Number of Nodes in the Sub-Tree With the Same Label,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label,1519,2,False
Water Bottles,https://leetcode.com/problems/water-bottles,1518,1,False
Best Position for a Service Centre,https://leetcode.com/problems/best-position-for-a-service-centre,1515,3,False
String Compression II,https://leetcode.com/problems/string-compression-ii,1531,3,False
Number of Substrings With Only 1s,https://leetcode.com/problems/number-of-substrings-with-only-1s,1513,2,False
Number of Good Pairs,https://leetcode.com/problems/number-of-good-pairs,1512,1,False
Minimum Number of Increments on Subarrays to Form a Target Array,https://leetcode.com/problems/minimum-number-of-increments-on-subarrays-to-form-a-target-array,1526,3,False
Number of Good Ways to Split a String,https://leetcode.com/problems/number-of-good-ways-to-split-a-string,1525,2,False
Number of Sub-arrays With Odd Sum,https://leetcode.com/problems/number-of-sub-arrays-with-odd-sum,1524,2,False
Count Odd Numbers in an Interval Range,https://leetcode.com/problems/count-odd-numbers-in-an-interval-range,1523,1,False
Minimum Possible Integer After at Most K Adjacent Swaps On Digits,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,1505,3,False
Count Submatrices With All Ones,https://leetcode.com/problems/count-submatrices-with-all-ones,1504,2,False
Last Moment Before All Ants Fall Out of a Plank,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank,1503,2,False
Can Make Arithmetic Progression From Sequence,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence,1502,1,False
Group Sold Products By The Date,https://leetcode.com/problems/group-sold-products-by-the-date,1484,1,False
Max Value of Equation,https://leetcode.com/problems/max-value-of-equation,1499,3,False
Number of Subsequences That Satisfy the Given Sum Condition,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition,1498,2,False
Check If Array Pairs Are Divisible by k,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,1497,2,False
Path Crossing,https://leetcode.com/problems/path-crossing,1496,1,False
Stone Game IV,https://leetcode.com/problems/stone-game-iv,1510,3,False
Minimum Difference Between Largest and Smallest Value in Three Moves,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves,1509,2,False
Range Sum of Sorted Subarray Sums,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums,1508,2,False
Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,1489,3,False
Avoid Flood in The City,https://leetcode.com/problems/avoid-flood-in-the-city,1488,2,False
Making File Names Unique,https://leetcode.com/problems/making-file-names-unique,1487,2,False
XOR Operation in an Array,https://leetcode.com/problems/xor-operation-in-an-array,1486,1,False
Minimum Number of Days to Make m Bouquets,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets,1482,2,False
Least Number of Unique Integers after K Removals,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals,1481,2,False
Running Sum of 1d Array,https://leetcode.com/problems/running-sum-of-1d-array,1480,1,False
Parallel Courses II,https://leetcode.com/problems/parallel-courses-ii,1494,3,False
Longest Subarray of 1's After Deleting One Element,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element,1493,2,False
The kth Factor of n,https://leetcode.com/problems/the-kth-factor-of-n,1492,2,False
Average Salary Excluding the Minimum and Maximum Salary,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary,1491,1,False
Paint House III,https://leetcode.com/problems/paint-house-iii,1473,3,False
Design Browser History,https://leetcode.com/problems/design-browser-history,1472,2,False
The k Strongest Values in an Array,https://leetcode.com/problems/the-k-strongest-values-in-an-array,1471,2,False
Shuffle the Array,https://leetcode.com/problems/shuffle-the-array,1470,1,False
Probability of a Two Boxes Having The Same Number of Distinct Balls,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,1467,3,False
Reorder Routes to Make All Paths Lead to the City Zero,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,1466,2,False
Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,1465,2,False
Maximum Product of Two Elements in an Array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,1464,1,False
Find Two Non-overlapping Sub-arrays Each With Target Sum,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum,1477,2,False
Subrectangle Queries,https://leetcode.com/problems/subrectangle-queries,1476,2,False
Allocate Mailboxes,https://leetcode.com/problems/allocate-mailboxes,1478,3,False
Final Prices With a Special Discount in a Shop,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop,1475,1,False
Max Dot Product of Two Subsequences,https://leetcode.com/problems/max-dot-product-of-two-subsequences,1458,3,False
Pseudo-Palindromic Paths in a Binary Tree,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree,1457,2,False
Maximum Number of Vowels in a Substring of Given Length,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,1456,2,False
Check If a Word Occurs As a Prefix of Any Word in a Sentence,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,1455,1,False
Maximum Number of Darts Inside of a Circular Dartboard,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard,1453,3,False
People Whose List of Favorite Companies Is Not a Subset of Another List,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,1452,2,False
Rearrange Words in a Sentence,https://leetcode.com/problems/rearrange-words-in-a-sentence,1451,2,False
Number of Students Doing Homework at a Given Time,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time,1450,1,False
Cherry Pickup II,https://leetcode.com/problems/cherry-pickup-ii,1463,3,False
Course Schedule IV,https://leetcode.com/problems/course-schedule-iv,1462,2,False
Check If a String Contains All Binary Codes of Size K,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k,1461,2,False
Make Two Arrays Equal by Reversing Subarrays,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays,1460,1,False
Number of Ways of Cutting a Pizza,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza,1444,3,False
Minimum Time to Collect All Apples in a Tree,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree,1443,2,False
Count Triplets That Can Form Two Arrays of Equal XOR,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor,1442,2,False
Build an Array With Stack Operations,https://leetcode.com/problems/build-an-array-with-stack-operations,1441,2,False
Find the Kth Smallest Sum of a Matrix With Sorted Rows,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,1439,3,False
Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,1438,2,False
Check If All 1's Are at Least Length K Places Away,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away,1437,1,False
Destination City,https://leetcode.com/problems/destination-city,1436,1,False
Form Largest Integer With Digits That Add up to Target,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target,1449,3,False
Count Good Nodes in Binary Tree,https://leetcode.com/problems/count-good-nodes-in-binary-tree,1448,2,False
Simplified Fractions,https://leetcode.com/problems/simplified-fractions,1447,2,False
Consecutive Characters,https://leetcode.com/problems/consecutive-characters,1446,1,False
Top Travellers,https://leetcode.com/problems/top-travellers,1407,1,False
Diagonal Traverse II,https://leetcode.com/problems/diagonal-traverse-ii,1424,2,False
Maximum Points You Can Obtain from Cards,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,1423,2,False
Maximum Score After Splitting a String,https://leetcode.com/problems/maximum-score-after-splitting-a-string,1422,1,False
Build Array Where You Can Find The Maximum Exactly K Comparisons,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons,1420,3,False
Minimum Number of Frogs Croaking,https://leetcode.com/problems/minimum-number-of-frogs-croaking,1419,2,False
Display Table of Food Orders in a Restaurant,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant,1418,2,False
Reformat The String,https://leetcode.com/problems/reformat-the-string,1417,1,False
Number of Ways to Wear Different Hats to Each Other,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other,1434,3,False
Check If a String Can Break Another String,https://leetcode.com/problems/check-if-a-string-can-break-another-string,1433,2,False
Max Difference You Can Get From Changing an Integer,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer,1432,2,False
Kids With the Greatest Number of Candies,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies,1431,1,False
Number of Ways to Paint N × 3 Grid,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid,1411,3,False
HTML Entity Parser,https://leetcode.com/problems/html-entity-parser,1410,2,False
Queries on a Permutation With Key,https://leetcode.com/problems/queries-on-a-permutation-with-key,1409,2,False
String Matching in an Array,https://leetcode.com/problems/string-matching-in-an-array,1408,1,False
Capital Gain/Loss,https://leetcode.com/problems/capital-gainloss,1393,2,False
Stone Game III,https://leetcode.com/problems/stone-game-iii,1406,3,False
Number of Steps to Reduce a Number in Binary Representation to One,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one,1404,2,False
Minimum Subsequence in Non-Increasing Order,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order,1403,1,False
Restore The Array,https://leetcode.com/problems/restore-the-array,1416,3,False
The k-th Lexicographical String of All Happy Strings of Length n,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,1415,2,False
Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,1414,2,False
Minimum Value to Get Positive Step by Step Sum,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum,1413,1,False
Find All Good Strings,https://leetcode.com/problems/find-all-good-strings,1397,3,False
Design Underground System,https://leetcode.com/problems/design-underground-system,1396,2,False
Count Number of Teams,https://leetcode.com/problems/count-number-of-teams,1395,2,False
Find Lucky Integer in an Array,https://leetcode.com/problems/find-lucky-integer-in-an-array,1394,1,False
Replace Employee ID With The Unique Identifier,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier,1378,1,False
Longest Happy Prefix,https://leetcode.com/problems/longest-happy-prefix,1392,3,False
Check if There is a Valid Path in a Grid,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid,1391,2,False
Create Target Array in the Given Order,https://leetcode.com/problems/create-target-array-in-the-given-order,1389,1,False
Reducing Dishes,https://leetcode.com/problems/reducing-dishes,1402,3,False
Construct K Palindrome Strings,https://leetcode.com/problems/construct-k-palindrome-strings,1400,2,False
